Disease, medicine_1, medicine_2, medicine_3, medicine_4, medicine_5, medicine_6
Common Cold, Decongestants, Antihistamines, Zinc, Acetaminophen, Ibuprofen, Cough suppressants
Common Cold, Cough suppressants, Vitamin C, Antihistamines, Ibuprofen, Decongestants, Zinc
Common Cold, Zinc, Acetaminophen, Cough suppressants, Ibuprofen, Antihistamines, Decongestants
Common Cold, Acetaminophen, Antihistamines, Zinc, Cough suppressants, Decongestants, Ibuprofen
Common Cold, Ibuprofen, Zinc, Decongestants, Antihistamines, Acetaminophen, Cough suppressants
Common Cold, Cough suppressants, Acetaminophen, Antihistamines, Vitamin C, Decongestants, Ibuprofen
Common Cold, Vitamin C, Acetaminophen, Cough suppressants, Antihistamines, Zinc, Ibuprofen
Common Cold, Antihistamines, Decongestants, Cough suppressants, Acetaminophen, Zinc, Vitamin C
Common Cold, Zinc, Cough suppressants, Decongestants, Ibuprofen, Antihistamines, Acetaminophen
Common Cold, Acetaminophen, Ibuprofen, Antihistamines, Cough suppressants, Decongestants, Vitamin C
Common Cold, Decongestants, Vitamin C, Antihistamines, Ibuprofen, Cough suppressants, Zinc
Common Cold, Cough suppressants, Antihistamines, Zinc, Decongestants, Vitamin C, Acetaminophen
Pneumonia, amoxicillin, azithromycin, ceftriaxone, doxycycline, supportive_care, corticosteroids
Pneumonia, azithromycin, amoxicillin, doxycycline, ceftriaxone, supportive_care, corticosteroids
Pneumonia, ceftriaxone, amoxicillin, azithromycin, doxycycline, supportive_care, corticosteroids
Pneumonia, amoxicillin, ceftriaxone, supportive_care, azithromycin, corticosteroids, doxycycline
Pneumonia, supportive_care, azithromycin, ceftriaxone, amoxicillin, doxycycline, corticosteroids
Pneumonia, doxycycline, supportive_care, amoxicillin, ceftriaxone, azithromycin, corticosteroids
Pneumonia, ceftriaxone, supportive_care, doxycycline, amoxicillin, azithromycin, corticosteroids
Pneumonia, supportive_care, amoxicillin, azithromycin, doxycycline, ceftriaxone, corticosteroids
Pneumonia, corticosteroids, azithromycin, amoxicillin, ceftriaxone, supportive_care, doxycycline
Pneumonia, doxycycline, ceftriaxone, supportive_care, azithromycin, amoxicillin, corticosteroids
Pneumonia, amoxicillin, supportive_care, doxycycline, azithromycin, ceftriaxone, corticosteroids
Pneumonia, ceftriaxone, supportive_care, amoxicillin, doxycycline, azithromycin, corticosteroids
Pneumonia, supportive_care, doxycycline, azithromycin, ceftriaxone, amoxicillin, corticosteroids
Pneumonia, azithromycin, supportive_care, ceftriaxone, amoxicillin, doxycycline, corticosteroids
Pneumonia, amoxicillin, doxycycline, supportive_care, ceftriaxone, corticosteroids, azithromycin
Pneumonia, corticosteroids, amoxicillin, supportive_care, azithromycin, doxycycline, ceftriaxone
Pneumonia, supportive_care, ceftriaxone, amoxicillin, azithromycin, doxycycline, corticosteroids
Pneumonia, doxycycline, amoxicillin, supportive_care, ceftriaxone, azithromycin, corticosteroids
Pneumonia, ceftriaxone, azithromycin, supportive_care, doxycycline, amoxicillin, corticosteroids
Dimorphic hemorrhoids(piles), Topical anesthetics, Fiber supplements, Stool softeners, Laxatives, Anti-inflammatory creams, Pain relievers
Dimorphic hemorrhoids(piles), Fiber supplements, Topical anesthetics, Laxatives, Pain relievers, Anti-inflammatory creams, Witch hazel
Dimorphic hemorrhoids(piles), Stool softeners, Laxatives, Topical anesthetics, Anti-inflammatory creams, Pain relievers, Fiber supplements
Dimorphic hemorrhoids(piles), Anti-inflammatory creams, Pain relievers, Fiber supplements, Witch hazel, Stool softeners, Laxatives
Dimorphic hemorrhoids(piles), Pain relievers, Laxatives, Fiber supplements, Topical anesthetics, Anti-inflammatory creams, Stool softeners
Dimorphic hemorrhoids(piles), Laxatives, Anti-inflammatory creams, Pain relievers, Fiber supplements, Topical anesthetics, Witch hazel
Dimorphic hemorrhoids(piles), Topical anesthetics, Fiber supplements, Anti-inflammatory creams, Laxatives, Pain relievers, Stool softeners
Dimorphic hemorrhoids(piles), Witch hazel, Pain relievers, Fiber supplements, Anti-inflammatory creams, Stool softeners, Laxatives
Dimorphic hemorrhoids(piles), Fiber supplements, Pain relievers, Laxatives, Anti-inflammatory creams, Stool softeners, Topical anesthetics
Dimorphic hemorrhoids(piles), Anti-inflammatory creams, Stool softeners, Pain relievers, Topical anesthetics, Fiber supplements, Laxatives
Dimorphic hemorrhoids(piles), Stool softeners, Topical anesthetics, Laxatives, Anti-inflammatory creams, Fiber supplements, Pain relievers
Dimorphic hemorrhoids(piles), Laxatives, Pain relievers, Anti-inflammatory creams, Fiber supplements, Witch hazel, Stool softeners
Dimorphic hemorrhoids(piles), Topical anesthetics, Pain relievers, Fiber supplements, Laxatives, Witch hazel, Anti-inflammatory creams
Dimorphic hemorrhoids(piles), Anti-inflammatory creams, Fiber supplements, Pain relievers, Laxatives, Topical anesthetics, Stool softeners
Dimorphic hemorrhoids(piles), Laxatives, Anti-inflammatory creams, Stool softeners, Pain relievers, Fiber supplements, Witch hazel
Dimorphic hemorrhoids(piles), Pain relievers, Topical anesthetics, Anti-inflammatory creams, Laxatives, Fiber supplements, Witch hazel
Dimorphic hemorrhoids(piles), Stool softeners, Witch hazel, Laxatives, Anti-inflammatory creams, Pain relievers, Fiber supplements
Dimorphic hemorrhoids(piles), Topical anesthetics, Anti-inflammatory creams, Laxatives, Stool softeners, Pain relievers, Fiber supplements
Dimorphic hemorrhoids(piles), Fiber supplements, Laxatives, Witch hazel, Topical anesthetics, Pain relievers, Anti-inflammatory creams
Dimorphic hemorrhoids(piles), Laxatives, Pain relievers, Fiber supplements, Anti-inflammatory creams, Topical anesthetics, Witch hazel
Heart attack, aspirin, nitroglycerin, beta_blockers, ACE_inhibitors, statins, anticoagulants
Heart attack, nitroglycerin, aspirin, beta_blockers, ACE_inhibitors, statins, anticoagulants
Heart attack, beta_blockers, aspirin, nitroglycerin, ACE_inhibitors, anticoagulants, statins
Heart attack, aspirin, beta_blockers, anticoagulants, nitroglycerin, ACE_inhibitors, statins
Heart attack, anticoagulants, nitroglycerin, beta_blockers, aspirin, statins, ACE_inhibitors
Heart attack, ACE_inhibitors, aspirin, anticoagulants, nitroglycerin, beta_blockers, statins
Heart attack, statins, nitroglycerin, aspirin, beta_blockers, anticoagulants, ACE_inhibitors
Heart attack, beta_blockers, ACE_inhibitors, aspirin, anticoagulants, statins, nitroglycerin
Heart attack, anticoagulants, aspirin, nitroglycerin, beta_blockers, ACE_inhibitors, statins
Heart attack, statins, aspirin, beta_blockers, nitroglycerin, ACE_inhibitors, anticoagulants
Heart attack, nitroglycerin, statins, anticoagulants, beta_blockers, aspirin, ACE_inhibitors
Heart attack, aspirin, statins, beta_blockers, nitroglycerin, ACE_inhibitors, anticoagulants
Heart attack, ACE_inhibitors, beta_blockers, aspirin, nitroglycerin, anticoagulants, statins
Heart attack, beta_blockers, anticoagulants, aspirin, ACE_inhibitors, nitroglycerin, statins
Heart attack, nitroglycerin, aspirin, ACE_inhibitors, statins, beta_blockers, anticoagulants
Heart attack, statins, beta_blockers, nitroglycerin, anticoagulants, aspirin, ACE_inhibitors
Heart attack, anticoagulants, nitroglycerin, statins, beta_blockers, aspirin, ACE_inhibitors
Heart attack, aspirin, ACE_inhibitors, nitroglycerin, statins, anticoagulants, beta_blockers
Heart attack, ACE_inhibitors, nitroglycerin, statins, aspirin, beta_blockers, anticoagulants
Varicose veins, compression_stockings, diosmin, horse_chestnut_extract, nonsteroidal_anti-inflammatory_drugs, sclerotherapy, laser_therapy
Varicose veins, diosmin, compression_stockings, sclerotherapy, horse_chestnut_extract, nonsteroidal_anti-inflammatory_drugs, laser_therapy
Varicose veins, sclerotherapy, diosmin, compression_stockings, horse_chestnut_extract, laser_therapy, nonsteroidal_anti-inflammatory_drugs
Varicose veins, compression_stockings, sclerotherapy, horse_chestnut_extract, diosmin, nonsteroidal_anti-inflammatory_drugs, laser_therapy
Varicose veins, laser_therapy, diosmin, nonsteroidal_anti-inflammatory_drugs, compression_stockings, horse_chestnut_extract, sclerotherapy
Varicose veins, nonsteroidal_anti-inflammatory_drugs, compression_stockings, laser_therapy, diosmin, sclerotherapy, horse_chestnut_extract
Varicose veins, horse_chestnut_extract, laser_therapy, diosmin, compression_stockings, nonsteroidal_anti-inflammatory_drugs, sclerotherapy
Varicose veins, compression_stockings, diosmin, laser_therapy, horse_chestnut_extract, nonsteroidal_anti-inflammatory_drugs, sclerotherapy
Varicose veins, sclerotherapy, nonsteroidal_anti-inflammatory_drugs, diosmin, horse_chestnut_extract, compression_stockings, laser_therapy
Varicose veins, diosmin, compression_stockings, sclerotherapy, nonsteroidal_anti-inflammatory_drugs, horse_chestnut_extract, laser_therapy
Varicose veins, nonsteroidal_anti-inflammatory_drugs, sclerotherapy, horse_chestnut_extract, laser_therapy, diosmin, compression_stockings
Varicose veins, laser_therapy, diosmin, horse_chestnut_extract, sclerotherapy, nonsteroidal_anti-inflammatory_drugs, compression_stockings
Varicose veins, horse_chestnut_extract, compression_stockings, nonsteroidal_anti-inflammatory_drugs, diosmin, sclerotherapy, laser_therapy
Varicose veins, sclerotherapy, compression_stockings, laser_therapy, horse_chestnut_extract, diosmin, nonsteroidal_anti-inflammatory_drugs
Varicose veins, diosmin, horse_chestnut_extract, compression_stockings, nonsteroidal_anti-inflammatory_drugs, laser_therapy, sclerotherapy
Varicose veins, nonsteroidal_anti-inflammatory_drugs, sclerotherapy, diosmin, compression_stockings, laser_therapy, horse_chestnut_extract
Varicose veins, compression_stockings, sclerotherapy, diosmin, horse_chestnut_extract, nonsteroidal_anti-inflammatory_drugs, laser_therapy
Varicose veins, horse_chestnut_extract, diosmin, compression_stockings, laser_therapy, sclerotherapy, nonsteroidal_anti-inflammatory_drugs
Hypothyroidism, levothyroxine, liothyronine, iodine_supplements, thyroid_extracts, calcium_supplements, vitamin_D
Hypothyroidism, liothyronine, levothyroxine, iodine_supplements, calcium_supplements, vitamin_D, thyroid_extracts
Hypothyroidism, iodine_supplements, levothyroxine, thyroid_extracts, liothyronine, calcium_supplements, vitamin_D
Hypothyroidism, levothyroxine, calcium_supplements, iodine_supplements, vitamin_D, liothyronine, thyroid_extracts
Hypothyroidism, calcium_supplements, levothyroxine, vitamin_D, iodine_supplements, thyroid_extracts, liothyronine
Hypothyroidism, vitamin_D, iodine_supplements, levothyroxine, liothyronine, calcium_supplements, thyroid_extracts
Hypothyroidism, thyroid_extracts, calcium_supplements, levothyroxine, iodine_supplements, liothyronine, vitamin_D
Hypothyroidism, iodine_supplements, vitamin_D, levothyroxine, calcium_supplements, thyroid_extracts, liothyronine
Hypothyroidism, liothyronine, thyroid_extracts, vitamin_D, levothyroxine, iodine_supplements, calcium_supplements
Hypothyroidism, calcium_supplements, vitamin_D, levothyroxine, iodine_supplements, liothyronine, thyroid_extracts
Hypothyroidism, vitamin_D, thyroid_extracts, iodine_supplements, levothyroxine, calcium_supplements, liothyronine
Hypothyroidism, thyroid_extracts, levothyroxine, vitamin_D, iodine_supplements, calcium_supplements, liothyronine
Hypothyroidism, iodine_supplements, calcium_supplements, levothyroxine, liothyronine, vitamin_D, thyroid_extracts
Hypothyroidism, levothyroxine, thyroid_extracts, vitamin_D, calcium_supplements, liothyronine, iodine_supplements
Hypothyroidism, calcium_supplements, liothyronine, vitamin_D, levothyroxine, thyroid_extracts, iodine_supplements
Hypothyroidism, thyroid_extracts, iodine_supplements, levothyroxine, calcium_supplements, liothyronine, vitamin_D
Hypothyroidism, vitamin_D, levothyroxine, calcium_supplements, liothyronine, thyroid_extracts, iodine_supplements
Hypothyroidism, iodine_supplements, thyroid_extracts, liothyronine, vitamin_D, levothyroxine, calcium_supplements
Hypothyroidism, liothyronine, vitamin_D, iodine_supplements, levothyroxine, calcium_supplements, thyroid_extracts
Hyperthyroidism, Methimazole, Propylthiouracil, Beta-blockers, Iodine solutions, Radioactive iodine, Antithyroid drugs
Hyperthyroidism, Propylthiouracil, Methimazole, Beta-blockers, Radioactive iodine, Iodine solutions, Antithyroid drugs
Hyperthyroidism, Beta-blockers, Methimazole, Radioactive iodine, Propylthiouracil, Antithyroid drugs, Iodine solutions
Hyperthyroidism, Iodine solutions, Antithyroid drugs, Propylthiouracil, Methimazole, Beta-blockers, Radioactive iodine
Hyperthyroidism, Antithyroid drugs, Radioactive iodine, Beta-blockers, Methimazole, Iodine solutions, Propylthiouracil
Hyperthyroidism, Radioactive iodine, Beta-blockers, Antithyroid drugs, Methimazole, Propylthiouracil, Iodine solutions
Hyperthyroidism, Methimazole, Antithyroid drugs, Radioactive iodine, Beta-blockers, Iodine solutions, Propylthiouracil
Hyperthyroidism, Beta-blockers, Propylthiouracil, Methimazole, Iodine solutions, Antithyroid drugs, Radioactive iodine
Hyperthyroidism, Iodine solutions, Methimazole, Radioactive iodine, Antithyroid drugs, Propylthiouracil, Beta-blockers
Hyperthyroidism, Antithyroid drugs, Beta-blockers, Iodine solutions, Methimazole, Propylthiouracil, Radioactive iodine
Hyperthyroidism, Propylthiouracil, Beta-blockers, Methimazole, Antithyroid drugs, Iodine solutions, Radioactive iodine
Hyperthyroidism, Radioactive iodine, Antithyroid drugs, Methimazole, Propylthiouracil, Beta-blockers, Iodine solutions
Hyperthyroidism, Methimazole, Iodine solutions, Beta-blockers, Antithyroid drugs, Propylthiouracil, Radioactive iodine
Hyperthyroidism, Antithyroid drugs, Propylthiouracil, Radioactive iodine, Methimazole, Iodine solutions, Beta-blockers
Hyperthyroidism, Iodine solutions, Propylthiouracil, Antithyroid drugs, Beta-blockers, Methimazole, Radioactive iodine
Hyperthyroidism, Beta-blockers, Radioactive iodine, Antithyroid drugs, Propylthiouracil, Methimazole, Iodine solutions
Hyperthyroidism, Propylthiouracil, Methimazole, Iodine solutions, Antithyroid drugs, Beta-blockers, Radioactive iodine
Hyperthyroidism, Antithyroid drugs, Radioactive iodine, Methimazole, Beta-blockers, Propylthiouracil, Iodine solutions
Hyperthyroidism, Iodine solutions, Beta-blockers, Antithyroid drugs, Propylthiouracil, Methimazole, Radioactive iodine
Hypoglycemia, glucose_tabs, glucagon, dextrose_solution, carbohydrate_snacks, honey, fruit_juice
Hypoglycemia, glucagon, glucose_tabs, honey, dextrose_solution, carbohydrate_snacks, fruit_juice
Hypoglycemia, dextrose_solution, honey, glucose_tabs, carbohydrate_snacks, fruit_juice, glucagon
Hypoglycemia, glucose_tabs, carbohydrate_snacks, fruit_juice, dextrose_solution, honey, glucagon
Hypoglycemia, carbohydrate_snacks, glucose_tabs, honey, fruit_juice, glucagon, dextrose_solution
Hypoglycemia, honey, fruit_juice, glucagon, glucose_tabs, dextrose_solution, carbohydrate_snacks
Hypoglycemia, fruit_juice, dextrose_solution, honey, carbohydrate_snacks, glucagon, glucose_tabs
Hypoglycemia, carbohydrate_snacks, honey, glucose_tabs, glucagon, dextrose_solution, fruit_juice
Hypoglycemia, glucagon, fruit_juice, honey, glucose_tabs, carbohydrate_snacks, dextrose_solution
Hypoglycemia, fruit_juice, glucose_tabs, dextrose_solution, glucagon, honey, carbohydrate_snacks
Hypoglycemia, carbohydrate_snacks, honey, fruit_juice, glucagon, glucose_tabs, dextrose_solution
Hypoglycemia, dextrose_solution, carbohydrate_snacks, honey, glucose_tabs, fruit_juice, glucagon
Hypoglycemia, honey, glucagon, carbohydrate_snacks, dextrose_solution, fruit_juice, glucose_tabs
Hypoglycemia, glucose_tabs, honey, fruit_juice, glucagon, carbohydrate_snacks, dextrose_solution
Hypoglycemia, fruit_juice, glucose_tabs, glucagon, honey, carbohydrate_snacks, dextrose_solution
Hypoglycemia, glucagon, carbohydrate_snacks, fruit_juice, honey, glucose_tabs, dextrose_solution
Hypoglycemia, dextrose_solution, carbohydrate_snacks, glucagon, glucose_tabs, fruit_juice, honey
Hypoglycemia, honey, dextrose_solution, carbohydrate_snacks, glucagon, glucose_tabs, fruit_juice
Hypoglycemia, carbohydrate_snacks, glucagon, fruit_juice, glucose_tabs, honey, dextrose_solution
Osteoarthritis, Nonsteroidal anti-inflammatory drugs, Acetaminophen, Topical analgesics, Corticosteroids, Hyaluronic acid injections, Physical therapy
Osteoarthritis, Acetaminophen, Nonsteroidal anti-inflammatory drugs, Topical analgesics, Corticosteroids, Physical therapy, Glucosamine
Osteoarthritis, Topical analgesics, Corticosteroids, Acetaminophen, Hyaluronic acid injections, Nonsteroidal anti-inflammatory drugs, Physical therapy
Osteoarthritis, Corticosteroids, Physical therapy, Glucosamine, Acetaminophen, Nonsteroidal anti-inflammatory drugs, Topical analgesics
Osteoarthritis, Physical therapy, Nonsteroidal anti-inflammatory drugs, Acetaminophen, Hyaluronic acid injections, Topical analgesics, Corticosteroids
Osteoarthritis, Hyaluronic acid injections, Glucosamine, Acetaminophen, Topical analgesics, Nonsteroidal anti-inflammatory drugs, Corticosteroids
Osteoarthritis, Glucosamine, Physical therapy, Corticosteroids, Nonsteroidal anti-inflammatory drugs, Acetaminophen, Topical analgesics
Osteoarthritis, Nonsteroidal anti-inflammatory drugs, Hyaluronic acid injections, Acetaminophen, Topical analgesics, Physical therapy, Corticosteroids
Osteoarthritis, Corticosteroids, Acetaminophen, Physical therapy, Topical analgesics, Nonsteroidal anti-inflammatory drugs, Glucosamine
Osteoarthritis, Physical therapy, Acetaminophen, Glucosamine, Topical analgesics, Nonsteroidal anti-inflammatory drugs, Hyaluronic acid injections
Osteoarthritis, Acetaminophen, Nonsteroidal anti-inflammatory drugs, Glucosamine, Topical analgesics, Hyaluronic acid injections, Corticosteroids
Osteoarthritis, Nonsteroidal anti-inflammatory drugs, Glucosamine, Physical therapy, Corticosteroids, Topical analgesics, Hyaluronic acid injections
Osteoarthritis, Hyaluronic acid injections, Acetaminophen, Nonsteroidal anti-inflammatory drugs, Physical therapy, Corticosteroids, Topical analgesics
Osteoarthritis, Physical therapy, Corticosteroids, Acetaminophen, Glucosamine, Nonsteroidal anti-inflammatory drugs, Hyaluronic acid injections
Osteoarthritis, Topical analgesics, Physical therapy, Corticosteroids, Acetaminophen, Hyaluronic acid injections, Nonsteroidal anti-inflammatory drugs
Osteoarthritis, Acetaminophen, Hyaluronic acid injections, Topical analgesics, Physical therapy, Corticosteroids, Nonsteroidal anti-inflammatory drugs
Osteoarthritis, Glucosamine, Acetaminophen, Corticosteroids, Nonsteroidal anti-inflammatory drugs, Physical therapy, Topical analgesics
Osteoarthritis, Physical therapy, Nonsteroidal anti-inflammatory drugs, Hyaluronic acid injections, Acetaminophen, Topical analgesics, Corticosteroids
Osteoarthritis, Corticosteroids, Glucosamine, Nonsteroidal anti-inflammatory drugs, Physical therapy, Acetaminophen, Topical analgesics
Arthritis, Nonsteroidal anti-inflammatory drugs (NSAIDs), Corticosteroids, Disease-modifying antirheumatic drugs (DMARDs), Methotrexate, Biologics, Pain relievers
Arthritis, Corticosteroids, Nonsteroidal anti-inflammatory drugs (NSAIDs), Biologics, Methotrexate, Pain relievers, Disease-modifying antirheumatic drugs (DMARDs)
Arthritis, Disease-modifying antirheumatic drugs (DMARDs), Pain relievers, Nonsteroidal anti-inflammatory drugs (NSAIDs), Corticosteroids, Biologics, Methotrexate
Arthritis, Pain relievers, Biologics, Nonsteroidal anti-inflammatory drugs (NSAIDs), Methotrexate, Corticosteroids, Disease-modifying antirheumatic drugs (DMARDs)
Arthritis, Biologics, Pain relievers, Corticosteroids, Disease-modifying antirheumatic drugs (DMARDs), Methotrexate, Nonsteroidal anti-inflammatory drugs (NSAIDs)
Arthritis, Methotrexate, Nonsteroidal anti-inflammatory drugs (NSAIDs), Biologics, Pain relievers, Corticosteroids, Disease-modifying antirheumatic drugs (DMARDs)
Arthritis, Nonsteroidal anti-inflammatory drugs (NSAIDs), Methotrexate, Pain relievers, Biologics, Corticosteroids, Disease-modifying antirheumatic drugs (DMARDs)
Arthritis, Pain relievers, Disease-modifying antirheumatic drugs (DMARDs), Nonsteroidal anti-inflammatory drugs (NSAIDs), Corticosteroids, Methotrexate, Biologics
Arthritis, Corticosteroids, Disease-modifying antirheumatic drugs (DMARDs), Methotrexate, Pain relievers, Nonsteroidal anti-inflammatory drugs (NSAIDs), Biologics
Arthritis, Biologics, Nonsteroidal anti-inflammatory drugs (NSAIDs), Corticosteroids, Pain relievers, Methotrexate, Disease-modifying antirheumatic drugs (DMARDs)
Arthritis, Disease-modifying antirheumatic drugs (DMARDs), Corticosteroids, Nonsteroidal anti-inflammatory drugs (NSAIDs), Pain relievers, Biologics, Methotrexate
Arthritis, Pain relievers, Biologics, Disease-modifying antirheumatic drugs (DMARDs), Nonsteroidal anti-inflammatory drugs (NSAIDs), Methotrexate, Corticosteroids
Arthritis, Methotrexate, Pain relievers, Biologics, Disease-modifying antirheumatic drugs (DMARDs), Corticosteroids, Nonsteroidal anti-inflammatory drugs (NSAIDs)
Arthritis, Nonsteroidal anti-inflammatory drugs (NSAIDs), Corticosteroids, Pain relievers, Biologics, Methotrexate, Disease-modifying antirheumatic drugs (DMARDs)
Arthritis, Corticosteroids, Pain relievers, Nonsteroidal anti-inflammatory drugs (NSAIDs), Methotrexate, Biologics, Disease-modifying antirheumatic drugs (DMARDs)
Arthritis, Biologics, Methotrexate, Pain relievers, Nonsteroidal anti-inflammatory drugs (NSAIDs), Disease-modifying antirheumatic drugs (DMARDs), Corticosteroids
Arthritis, Disease-modifying antirheumatic drugs (DMARDs), Biologics, Pain relievers, Nonsteroidal anti-inflammatory drugs (NSAIDs), Methotrexate, Corticosteroids
(vertigo) Paroxysmal  Positional Vertigo, Antihistamines, Meclizine, Dimenhydrinate, Benzodiazepines, Anticholinergics, Vestibular rehabilitation
(vertigo) Paroxysmal  Positional Vertigo, Meclizine, Dimenhydrinate, Anticholinergics, Benzodiazepines, Vestibular rehabilitation, Corticosteroids
(vertigo) Paroxysmal  Positional Vertigo, Benzodiazepines, Antihistamines, Dimenhydrinate, Vestibular rehabilitation, Anticholinergics, Corticosteroids
(vertigo) Paroxysmal  Positional Vertigo, Anticholinergics, Meclizine, Vestibular rehabilitation, Dimenhydrinate, Benzodiazepines, Corticosteroids
(vertigo) Paroxysmal  Positional Vertigo, Vestibular rehabilitation, Antihistamines, Dimenhydrinate, Benzodiazepines, Anticholinergics, Corticosteroids
(vertigo) Paroxysmal  Positional Vertigo, Corticosteroids, Meclizine, Dimenhydrinate, Anticholinergics, Vestibular rehabilitation, Benzodiazepines
(vertigo) Paroxysmal  Positional Vertigo, Dimenhydrinate, Antihistamines, Benzodiazepines, Corticosteroids, Vestibular rehabilitation, Anticholinergics
(vertigo) Paroxysmal  Positional Vertigo, Antihistamines, Benzodiazepines, Vestibular rehabilitation, Dimenhydrinate, Corticosteroids, Anticholinergics
(vertigo) Paroxysmal  Positional Vertigo, Benzodiazepines, Anticholinergics, Meclizine, Dimenhydrinate, Vestibular rehabilitation, Corticosteroids
(vertigo) Paroxysmal  Positional Vertigo, Meclizine, Vestibular rehabilitation, Antihistamines, Dimenhydrinate, Benzodiazepines, Corticosteroids
(vertigo) Paroxysmal  Positional Vertigo, Corticosteroids, Dimenhydrinate, Antihistamines, Meclizine, Vestibular rehabilitation, Anticholinergics
(vertigo) Paroxysmal  Positional Vertigo, Vestibular rehabilitation, Anticholinergics, Meclizine, Benzodiazepines, Dimenhydrinate, Corticosteroids
(vertigo) Paroxysmal  Positional Vertigo, Antihistamines, Dimenhydrinate, Benzodiazepines, Corticosteroids, Anticholinergics, Vestibular rehabilitation
(vertigo) Paroxysmal  Positional Vertigo, Meclizine, Anticholinergics, Dimenhydrinate, Vestibular rehabilitation, Benzodiazepines, Corticosteroids
(vertigo) Paroxysmal  Positional Vertigo, Anticholinergics, Benzodiazepines, Meclizine, Corticosteroids, Dimenhydrinate, Vestibular rehabilitation
(vertigo) Paroxysmal  Positional Vertigo, Benzodiazepines, Dimenhydrinate, Corticosteroids, Vestibular rehabilitation, Antihistamines, Anticholinergics
(vertigo) Paroxysmal  Positional Vertigo, Vestibular rehabilitation, Meclizine, Antihistamines, Corticosteroids, Dimenhydrinate, Benzodiazepines
(vertigo) Paroxysmal  Positional Vertigo, Dimenhydrinate, Benzodiazepines, Antihistamines, Corticosteroids, Anticholinergics, Vestibular rehabilitation
(vertigo) Paroxysmal  Positional Vertigo, Meclizine, Antihistamines, Vestibular rehabilitation, Benzodiazepines, Corticosteroids, Dimenhydrinate
Acne, Benzoyl peroxide, Topical retinoids, Antibiotics, Oral contraceptives, Isotretinoin, Salicylic acid
Acne, Topical retinoids, Benzoyl peroxide, Oral contraceptives, Isotretinoin, Antibiotics, Salicylic acid
Acne, Oral contraceptives, Isotretinoin, Benzoyl peroxide, Antibiotics, Salicylic acid, Topical retinoids
Acne, Isotretinoin, Salicylic acid, Topical retinoids, Antibiotics, Benzoyl peroxide, Oral contraceptives
Acne, Salicylic acid, Oral contraceptives, Antibiotics, Isotretinoin, Benzoyl peroxide, Topical retinoids
Acne, Antibiotics, Benzoyl peroxide, Salicylic acid, Topical retinoids, Oral contraceptives, Isotretinoin
Acne, Benzoyl peroxide, Oral contraceptives, Salicylic acid, Isotretinoin, Topical retinoids, Antibiotics
Acne, Topical retinoids, Isotretinoin, Benzoyl peroxide, Oral contraceptives, Antibiotics, Salicylic acid
Acne, Isotretinoin, Topical retinoids, Antibiotics, Salicylic acid, Oral contraceptives, Benzoyl peroxide
Acne, Salicylic acid, Benzoyl peroxide, Oral contraceptives, Isotretinoin, Antibiotics, Topical retinoids
Acne, Oral contraceptives, Benzoyl peroxide, Topical retinoids, Antibiotics, Salicylic acid, Isotretinoin
Acne, Isotretinoin, Salicylic acid, Antibiotics, Benzoyl peroxide, Topical retinoids, Oral contraceptives
Acne, Antibiotics, Oral contraceptives, Isotretinoin, Benzoyl peroxide, Salicylic acid, Topical retinoids
Acne, Benzoyl peroxide, Topical retinoids, Salicylic acid, Isotretinoin, Antibiotics, Oral contraceptives
Acne, Salicylic acid, Antibiotics, Benzoyl peroxide, Oral contraceptives, Isotretinoin, Topical retinoids
Acne, Topical retinoids, Isotretinoin, Antibiotics, Benzoyl peroxide, Salicylic acid, Oral contraceptives
Acne, Oral contraceptives, Benzoyl peroxide, Topical retinoids, Isotretinoin, Salicylic acid, Antibiotics
Urinary tract infection, Nitrofurantoin, Trimethoprim-sulfamethoxazole, Fosfomycin, Ciprofloxacin, Phenazopyridine, Amoxicillin
Urinary tract infection, Trimethoprim-sulfamethoxazole, Nitrofurantoin, Ciprofloxacin, Phenazopyridine, Fosfomycin, Amoxicillin
Urinary tract infection, Fosfomycin, Nitrofurantoin, Amoxicillin, Ciprofloxacin, Trimethoprim-sulfamethoxazole, Phenazopyridine
Urinary tract infection, Ciprofloxacin, Phenazopyridine, Trimethoprim-sulfamethoxazole, Nitrofurantoin, Amoxicillin, Fosfomycin
Urinary tract infection, Phenazopyridine, Amoxicillin, Nitrofurantoin, Ciprofloxacin, Trimethoprim-sulfamethoxazole, Fosfomycin
Urinary tract infection, Amoxicillin, Nitrofurantoin, Phenazopyridine, Trimethoprim-sulfamethoxazole, Fosfomycin, Ciprofloxacin
Urinary tract infection, Nitrofurantoin, Ciprofloxacin, Trimethoprim-sulfamethoxazole, Phenazopyridine, Amoxicillin, Fosfomycin
Urinary tract infection, Phenazopyridine, Trimethoprim-sulfamethoxazole, Ciprofloxacin, Nitrofurantoin, Amoxicillin, Fosfomycin
Urinary tract infection, Amoxicillin, Phenazopyridine, Nitrofurantoin, Fosfomycin, Trimethoprim-sulfamethoxazole, Ciprofloxacin
Urinary tract infection, Ciprofloxacin, Trimethoprim-sulfamethoxazole, Nitrofurantoin, Amoxicillin, Phenazopyridine, Fosfomycin
Urinary tract infection, Trimethoprim-sulfamethoxazole, Nitrofurantoin, Phenazopyridine, Fosfomycin, Ciprofloxacin, Amoxicillin
