Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
Parkinson, tremors, postural_instability, slow_movement,
Parkinson, loss_of_smell, drooling, bradykinesia,
Parkinson, sleep_disturbances, balance_problems, difficulty_walking,
Parkinson, fatigue, cognitive_impairment, tremors,
Parkinson, shaking, postural_instability, depression,
Parkinson, bradykinesia, sleep_disturbances, stiffness,
Parkinson, rigidity, fatigue, loss_of_smell,
Parkinson, tremors, cognitive_impairment, drooling,
Parkinson, slow_movement, balance_problems, shaking,
Parkinson, postural_instability, depression, fatigue,
Parkinson, loss_of_smell, stiffness, cognitive_impairment,
Parkinson, fatigue, bradykinesia, tremors,
Scabies, intense_itching, rash, burrows,
Scabies, rash, burrows, intense_itching,
Scabies, burrows, intense_itching, rash,
Scabies, redness, inflammation, skin_thickening,
Scabies, skin_thickening, redness, inflammation,
Scabies, inflammation, redness, skin_thickening,
Scabies, intense_itching, skin_thickening, burrows,
Scabies, burrows, intense_itching, skin_thickening,
Scabies, rash, intense_itching, redness,
Scabies, redness, intense_itching, rash,
Scabies, inflammation, burrows, rash,
Scabies, burrows, inflammation, redness,
Scabies, skin_thickening, rash, inflammation,
Scabies, rash, skin_thickening, inflammation,
Scabies, inflammation, skin_thickening, rash,
Scabies, intense_itching, redness, skin_thickening,
Scabies, skin_thickening, intense_itching, redness,
Scabies, redness, intense_itching, skin_thickening,
Scabies, burrows, rash, skin_thickening,
Scabies, rash, burrows, inflammation,
Scabies, intense_itching, rash, skin_thickening,
Scabies, inflammation, rash, intense_itching,
Scabies, burrows, redness, intense_itching,
Scabies, redness, skin_thickening, burrows,
Scabies, rash, inflammation, burrows,
Scabies, intense_itching, burrows, inflammation,
Scabies, inflammation, burrows, skin_thickening,
Scabies, rash, intense_itching, burrows,
Scabies, intense_itching, inflammation, rash,
Scabies, skin_thickening, rash, burrows,
Scabies, rash, redness, skin_thickening,
Scabies, inflammation, intense_itching, rash,
Scabies, redness, burrows, inflammation,
Scabies, skin_thickening, rash, intense_itching,
Scabies, burrows, redness, skin_thickening,
Scabies, intense_itching, rash, inflammation,
Scabies, skin_thickening, inflammation, burrows,
Scabies, burrows, rash, redness,
Scabies, rash, intense_itching, burrows,
Scabies, inflammation, skin_thickening, intense_itching,
Scabies, redness, intense_itching, burrows,
Scabies, intense_itching, skin_thickening, rash,
Scabies, rash, inflammation, redness,
Scabies, inflammation, burrows, redness,
Scabies, rash, skin_thickening, intense_itching,
Pyrexia, chills, sweating, headache,
Pyrexia, fatigue, muscle_aches, chills,
Pyrexia, rapid_heart_rate, dehydration, weakness,
Pyrexia, nausea, vomiting, malaise,
Pyrexia, sore_throat, body_aches, dizziness,
Pyrexia, chills, fatigue, sweating,
Pyrexia, headache, muscle_aches, rapid_heart_rate,
Pyrexia, weakness, sore_throat, nausea,
Pyrexia, vomiting, malaise, chills,
Pyrexia, dizziness, dehydration, fatigue,
Pyrexia, muscle_aches, rapid_heart_rate, headache,
Pyrexia, sweating, nausea, body_aches,
Pyrexia, chills, weakness, vomiting,
Pyrexia, malaise, dizziness, fatigue,
Pyrexia, headache, body_aches, dehydration,
Pyrexia, sore_throat, chills, rapid_heart_rate,
Pyrexia, fatigue, sweating, muscle_aches,
Pyrexia, chills, headache, malaise,
Pyrexia, nausea, weakness, dizziness,
Pyrexia, vomiting, body_aches, fatigue,
Pyrexia, dehydration, sore_throat, chills,
Pyrexia, rapid_heart_rate, weakness, nausea,
Pyrexia, sweating, malaise, headache,
Pyrexia, dizziness, chills, muscle_aches,
Pyrexia, fatigue, rapid_heart_rate, body_aches,
Pyrexia, chills, weakness, dehydration,
Pyrexia, sore_throat, vomiting, headache,
Pyrexia, malaise, fatigue, dizziness,
Pyrexia, headache, rapid_heart_rate, sweating,
Pyrexia, muscle_aches, chills, nausea,
Pyrexia, weakness, body_aches, malaise,
Pyrexia, dizziness, rapid_heart_rate, chills,
Pyrexia, sweating, fatigue, muscle_aches,
Pyrexia, sore_throat, nausea, dehydration,
Pyrexia, malaise, headache, weakness,
Pyrexia, chills, dizziness, body_aches,
Pyrexia, fatigue, rapid_heart_rate, vomiting,
Pyrexia, headache, dehydration, chills,
Pyrexia, muscle_aches, malaise, nausea,
Pyrexia, sweating, weakness, dizziness,
Pyrexia, chills, rapid_heart_rate, body_aches,
Pyrexia, fatigue, headache, vomiting,
Schizophrenia, delusions, hallucinations, disorganized_thinking,
Schizophrenia, lack_of_emotion, social_withdrawal, cognitive_impairment,
Schizophrenia, paranoia, auditory_hallucinations, impaired_insight,
Schizophrenia, disorganized_behavior, anhedonia, lack_of_motivation,
Schizophrenia, negative_symptoms, visual_hallucinations, thought_blocking,
Schizophrenia, hallucinations, disorganized_thinking, paranoia,
Schizophrenia, cognitive_impairment, lack_of_emotion, delusions,
Schizophrenia, anhedonia, impaired_insight, social_withdrawal,
Schizophrenia, delusions, disorganized_behavior, hallucinations,
Schizophrenia, thought_blocking, lack_of_motivation, negative_symptoms,
Schizophrenia, paranoia, cognitive_impairment, lack_of_emotion,
Schizophrenia, hallucinations, anhedonia, disorganized_thinking,
Schizophrenia, impaired_insight, social_withdrawal, thought_blocking,
Schizophrenia, negative_symptoms, paranoia, disorganized_behavior,
Schizophrenia, hallucinations, cognitive_impairment, lack_of_motivation,
Schizophrenia, delusions, lack_of_emotion, auditory_hallucinations,
Schizophrenia, disorganized_thinking, thought_blocking, anhedonia,
Schizophrenia, impaired_insight, visual_hallucinations, social_withdrawal,
Schizophrenia, cognitive_impairment, delusions, lack_of_emotion,
Schizophrenia, hallucinations, paranoia, anhedonia,
Schizophrenia, social_withdrawal, disorganized_behavior, thought_blocking,
Schizophrenia, lack_of_motivation, auditory_hallucinations, negative_symptoms,
Schizophrenia, cognitive_impairment, disorganized_thinking, hallucinations,
Schizophrenia, lack_of_emotion, impaired_insight, paranoia,
Schizophrenia, visual_hallucinations, thought_blocking, social_withdrawal,
Schizophrenia, delusions, disorganized_behavior, anhedonia,
Schizophrenia, cognitive_impairment, auditory_hallucinations, lack_of_motivation,
Schizophrenia, hallucinations, paranoia, negative_symptoms,
Schizophrenia, lack_of_emotion, disorganized_thinking, impaired_insight,
Schizophrenia, anhedonia, thought_blocking, social_withdrawal,
Schizophrenia, auditory_hallucinations, cognitive_impairment, hallucinations,
Schizophrenia, lack_of_motivation, disorganized_behavior, visual_hallucinations,
Schizophrenia, paranoia, cognitive_impairment, thought_blocking,
Schizophrenia, hallucinations, negative_symptoms, lack_of_emotion,
Schizophrenia, delusions, social_withdrawal, anhedonia,
Schizophrenia, auditory_hallucinations, disorganized_thinking, impaired_insight,
Schizophrenia, lack_of_motivation, hallucinations, cognitive_impairment,
Schizophrenia, visual_hallucinations, anhedonia, paranoia,
Schizophrenia, disorganized_behavior, lack_of_emotion, thought_blocking,
Thrombolysis, chest_pain, shortness_of_breath, heart_attack,
Thrombolysis, shortness_of_breath, heart_attack, chest_pain,
Thrombolysis, heart_attack, chest_pain, shortness_of_breath,
Thrombolysis, stroke, weakness, confusion,
Thrombolysis, confusion, weakness, stroke,
Thrombolysis, weakness, confusion, stroke,
Thrombolysis, chest_pain, dizziness, sweating,
Thrombolysis, dizziness, sweating, chest_pain,
Thrombolysis, shortness_of_breath, dizziness, heart_attack,
Thrombolysis, heart_attack, dizziness, shortness_of_breath,
Thrombolysis, weakness, slurred_speech, stroke,
Thrombolysis, slurred_speech, weakness, confusion,
Thrombolysis, confusion, slurred_speech, weakness,
Thrombolysis, chest_pain, rapid_heart_rate, nausea,
Thrombolysis, rapid_heart_rate, chest_pain, nausea,
Thrombolysis, nausea, rapid_heart_rate, chest_pain,
Thrombolysis, weakness, chest_pain, shortness_of_breath,
Thrombolysis, shortness_of_breath, weakness, chest_pain,
Thrombolysis, chest_pain, weakness, nausea,
Thrombolysis, dizziness, chest_pain, confusion,
Thrombolysis, confusion, chest_pain, dizziness,
Thrombolysis, shortness_of_breath, confusion, heart_attack,
Thrombolysis, heart_attack, confusion, shortness_of_breath,
Thrombolysis, weakness, dizziness, heart_attack,
Thrombolysis, dizziness, weakness, confusion,
Thrombolysis, confusion, weakness, heart_attack,
Thrombolysis, stroke, slurred_speech, chest_pain,
Thrombolysis, chest_pain, stroke, slurred_speech,
Thrombolysis, slurred_speech, stroke, confusion,
Thrombolysis, confusion, dizziness, shortness_of_breath,
Thrombolysis, shortness_of_breath, confusion, dizziness,
Thrombolysis, weakness, nausea, heart_attack,
Thrombolysis, nausea, weakness, dizziness,
Thrombolysis, dizziness, nausea, heart_attack,
Thrombolysis, chest_pain, shortness_of_breath, weakness,
Thrombolysis, weakness, chest_pain, rapid_heart_rate,
Thrombolysis, rapid_heart_rate, confusion, weakness,
Thrombolysis, confusion, nausea, chest_pain,
Thrombolysis, nausea, confusion, slurred_speech,
Thrombolysis, slurred_speech, weakness, dizziness,
Thrombolysis, weakness, slurred_speech, nausea,
Thrombolysis, shortness_of_breath, rapid_heart_rate, stroke,
Thrombolysis, rapid_heart_rate, shortness_of_breath, confusion,
Thrombolysis, stroke, dizziness, rapid_heart_rate,
Thrombolysis, dizziness, stroke, chest_pain,
Thrombolysis, slurred_speech, rapid_heart_rate, shortness_of_breath,
Thrombolysis, shortness_of_breath, slurred_speech, chest_pain,
Constipation, abdominal_pain, bloating, hard_stools,
Constipation, infrequent_bowel_movements, straining, discomfort,
Constipation, gas, feeling_full, rectal_bleeding,
Constipation, nausea, flatulence, abdominal_cramping,
Constipation, fatigue, hemorrhoids, hard_stools,
Constipation, bloating, infrequent_bowel_movements, nausea,
Constipation, discomfort, straining, abdominal_pain,
Constipation, gas, rectal_bleeding, flatulence,
Constipation, abdominal_cramping, feeling_full, hemorrhoids,
Constipation, hard_stools, fatigue, discomfort,
Constipation, bloating, gas, infrequent_bowel_movements,
Constipation, straining, nausea, rectal_bleeding,
Constipation, discomfort, abdominal_pain, gas,
Constipation, flatulence, bloating, feeling_full,
Constipation, hard_stools, straining, hemorrhoids,
Constipation, abdominal_cramping, discomfort, fatigue,
Constipation, gas, infrequent_bowel_movements, rectal_bleeding,
Constipation, nausea, bloating, hard_stools,
Constipation, abdominal_pain, feeling_full, straining,
Constipation, hemorrhoids, discomfort, gas,
Constipation, infrequent_bowel_movements, nausea, abdominal_cramping,
Constipation, rectal_bleeding, bloating, fatigue,
Constipation, straining, hard_stools, discomfort,
Constipation, abdominal_pain, flatulence, gas,
Constipation, feeling_full, hemorrhoids, infrequent_bowel_movements,
Constipation, nausea, discomfort, abdominal_cramping,
Constipation, bloating, straining, rectal_bleeding,
Constipation, hard_stools, fatigue, gas,
Constipation, abdominal_pain, nausea, feeling_full,
Constipation, discomfort, infrequent_bowel_movements, flatulence,
Constipation, hard_stools, bloating, abdominal_cramping,
Constipation, straining, rectal_bleeding, nausea,
Constipation, gas, abdominal_pain, discomfort,
Constipation, feeling_full, flatulence, hemorrhoids,
Constipation, infrequent_bowel_movements, nausea, fatigue,
Constipation, abdominal_cramping, straining, gas,
Constipation, hard_stools, bloating, discomfort,
Constipation, nausea, flatulence, rectal_bleeding,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
Fungal infection,itching, skin_rash, dischromic _patches,
Fungal infection,itching, skin_rash, nodal_skin_eruptions,
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
Fungal infection,itching, skin_rash, dischromic _patches,
Fungal infection,itching, skin_rash, nodal_skin_eruptions,
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
Allergy, shivering, chills, watering_from_eyes,
Allergy, continuous_sneezing, chills, watering_from_eyes,
Allergy, continuous_sneezing, shivering, watering_from_eyes,
Allergy, continuous_sneezing, shivering, chills,
Allergy, shivering, chills, watering_from_eyes,
Allergy, continuous_sneezing, chills, watering_from_eyes,
Allergy, continuous_sneezing, shivering, watering_from_eyes,
Allergy, continuous_sneezing, shivering, chills,
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
GERD, stomach_pain, acidity, vomiting, cough
GERD, stomach_pain, acidity, ulcers_on_tongue, cough
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
GERD, acidity, ulcers_on_tongue, vomiting, cough
GERD, stomach_pain, ulcers_on_tongue, vomiting, cough
GERD, stomach_pain, acidity, vomiting, cough
GERD, stomach_pain, acidity, ulcers_on_tongue, cough
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite
Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite
Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite
Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination
Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination
Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
Peptic ulcer disease, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
Peptic ulcer disease, vomiting, indigestion, abdominal_pain, passage_of_gases
Peptic ulcer disease, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
Peptic ulcer disease, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
Peptic ulcer disease, vomiting, indigestion, abdominal_pain, passage_of_gases
Peptic ulcer disease, vomiting, indigestion, loss_of_appetite, passage_of_gases
Peptic ulcer disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
Peptic ulcer disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
Peptic ulcer disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
Peptic ulcer disease, vomiting, indigestion, loss_of_appetite, abdominal_pain
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
AIDS, patches_in_throat, high_fever, extra_marital_contacts,
AIDS, muscle_wasting, high_fever, extra_marital_contacts,
AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts,
AIDS, muscle_wasting, patches_in_throat, high_fever,
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
AIDS, patches_in_throat, high_fever, extra_marital_contacts,
AIDS, muscle_wasting, high_fever, extra_marital_contacts,
AIDS, muscle_wasting, patches_in_throat, high_fever,
Diabetes , fatigue, weight_loss, restlessness, lethargy
Diabetes , fatigue, weight_loss, restlessness, lethargy
Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level
Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level
Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level
Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level
Diabetes , fatigue, weight_loss, restlessness, lethargy
Diabetes , fatigue, weight_loss, restlessness, lethargy
Diabetes , fatigue, weight_loss, restlessness, lethargy
Diabetes , fatigue, weight_loss, restlessness, lethargy
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
Gastroenteritis, vomiting, dehydration, diarrhoea,
Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
Gastroenteritis, vomiting, sunken_eyes, dehydration,
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
Gastroenteritis, sunken_eyes, dehydration, diarrhoea,
Gastroenteritis, vomiting, dehydration, diarrhoea,
Gastroenteritis, vomiting, sunken_eyes, diarrhoea,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Bronchial Asthma, cough, high_fever, breathlessness, family_history
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
Bronchial Asthma, fatigue, cough, breathlessness, family_history
Bronchial Asthma, fatigue, cough, high_fever, family_history
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Bronchial Asthma, fatigue, cough, high_fever, breathlessness
Bronchial Asthma, cough, high_fever, breathlessness, family_history
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
Hypertension , headache, chest_pain, dizziness, lack_of_concentration
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Hypertension , headache, chest_pain, dizziness, loss_of_balance
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration
Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger
Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger
Migraine, acidity, indigestion, headache, excessive_hunger
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,
Jaundice,itching, vomiting, fatigue, weight_loss
Jaundice,itching, vomiting, fatigue, weight_loss
Jaundice, vomiting, fatigue, weight_loss, high_fever
Jaundice,itching, fatigue, weight_loss, high_fever
Jaundice,itching, vomiting, weight_loss, high_fever
Jaundice,itching, vomiting, fatigue, high_fever
Jaundice,itching, vomiting, fatigue, weight_loss
Jaundice,itching, vomiting, fatigue, weight_loss
Jaundice,itching, vomiting, fatigue, weight_loss
Jaundice,itching, vomiting, fatigue, weight_loss
Malaria, chills, vomiting, high_fever, sweating
Malaria, chills, vomiting, high_fever, sweating
Malaria, chills, vomiting, high_fever, sweating
Malaria, vomiting, high_fever, sweating, headache
Malaria, chills, high_fever, sweating, headache
Malaria, chills, vomiting, sweating, headache
Malaria, chills, vomiting, high_fever, headache
Malaria, chills, vomiting, high_fever, sweating
Malaria, chills, vomiting, high_fever, sweating
Malaria, chills, vomiting, high_fever, sweating
Chicken pox,itching, skin_rash, fatigue, lethargy
Chicken pox, skin_rash, fatigue, lethargy, high_fever
Chicken pox,itching, fatigue, lethargy, high_fever
Chicken pox,itching, skin_rash, lethargy, high_fever
Chicken pox,itching, skin_rash, fatigue, high_fever
Chicken pox,itching, skin_rash, fatigue, lethargy
Chicken pox,itching, skin_rash, fatigue, lethargy
Chicken pox,itching, skin_rash, fatigue, lethargy
Chicken pox,itching, skin_rash, fatigue, lethargy
Chicken pox,itching, skin_rash, fatigue, lethargy
Dengue, skin_rash, chills, joint_pain, vomiting
Dengue, skin_rash, chills, joint_pain, vomiting
Dengue, skin_rash, chills, joint_pain, vomiting
Dengue, skin_rash, chills, joint_pain, vomiting
Dengue, chills, joint_pain, vomiting, fatigue
Dengue, skin_rash, joint_pain, vomiting, fatigue
Dengue, skin_rash, chills, vomiting, fatigue
Dengue, skin_rash, chills, joint_pain, fatigue
Dengue, skin_rash, chills, joint_pain, vomiting
Dengue, skin_rash, chills, joint_pain, vomiting
Typhoid, chills, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever
Typhoid, chills, vomiting, fatigue, high_fever
Typhoid, chills, fatigue, high_fever, headache
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis A, vomiting, yellowish_skin, dark_urine, nausea
hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea
hepatitis A, joint_pain, vomiting, dark_urine, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis B,itching, lethargy, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis B,itching, fatigue, lethargy, yellowish_skin
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes
Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin
Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin
Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Hepatitis E, joint_pain, vomiting, fatigue, high_fever
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
Tuberculosis, chills, vomiting, fatigue, weight_loss
Tuberculosis, chills, vomiting, fatigue, weight_loss
Tuberculosis, vomiting, fatigue, weight_loss, cough
Tuberculosis, chills, fatigue, weight_loss, cough
Tuberculosis, chills, vomiting, weight_loss, cough
Tuberculosis, chills, vomiting, fatigue, cough
Tuberculosis, chills, vomiting, fatigue, weight_loss
Tuberculosis, chills, vomiting, fatigue, weight_loss
Tuberculosis, chills, vomiting, fatigue, weight_loss
Tuberculosis, chills, vomiting, fatigue, weight_loss
Common Cold, continuous_sneezing, chills, fatigue, cough
Common Cold, continuous_sneezing, chills, fatigue, cough
Common Cold, chills, fatigue, cough, high_fever
Common Cold, continuous_sneezing, fatigue, cough, high_fever
Common Cold, continuous_sneezing, chills, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough
Common Cold, continuous_sneezing, chills, fatigue, cough
Common Cold, continuous_sneezing, chills, fatigue, cough
Common Cold, continuous_sneezing, chills, fatigue, cough
Pneumonia, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever
Pneumonia, fatigue, cough, high_fever, breathlessness
Pneumonia, chills, cough, high_fever, breathlessness
Pneumonia, chills, fatigue, high_fever, breathlessness
Pneumonia, chills, fatigue, cough, breathlessness
Pneumonia, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever
